ID,Genero,Casado,Edad,Graduado,Profesion,Experiencia_laboral,Gastoscore,Family_Size,anno_nacimiento,Generacion,Ingresos_anuales_brutos,Provincia,Digital_encuesta,Gasto_medio_mensual_cuota,Abandono,Dias_cliente,Campanna_anno,Comunidad
CLI10007,1,0.8330625711453856,-0.4839832410052633,2,-1.153464607234092,0.4700203623844525,1.4650151279617671,0.7981101033900488,0.4842269870786399,3,-0.7947630968678855,Castellon,-0.24364730721300246,-0.5330863202314747,-0.6515106459631506,2.0021418251274232,0.3281072603851136,0.3190470328210359
CLI10008,1,0.8330625711453856,-0.9722844435772686,2,-1.153464607234092,1.7157991300877624,-0.15104790519001463,-0.493737975883898,0.9725360195580383,3,-0.7474656248021676,Pontevedra,-0.22210642711037523,-0.5330863202314747,-0.6515106459631506,0.9472998638696661,-0.47622875918396984,0.9647094780418575
CLI10009,0,0.8330625711453856,0.4383634749640802,2,-0.7980920079932983,-0.7757584053188572,-0.15104790519001463,-1.1396620155208714,-0.4381345187157791,1,-0.9292661644179204,Almería,-0.43845178814110974,-0.5330863202314747,-0.6515106459631506,-0.19488569927567606,,-1.1874986726942145
CLI1001,1,0.8330625711453856,0.3298520966147456,2,1.3341435874514642,-0.7757584053188572,-0.15104790519001463,-1.1396620155208714,-0.3296214003870239,1,-0.6853612518214218,Valladolid,-0.2736172273557882,-0.5330863202314747,-0.6515106459631506,-1.1691027972525856,,-0.5418362274733929
CLI10010,0,0.8330625711453856,0.49261916413874746,2,0.2680257897290829,-0.7757584053188572,-0.15104790519001463,-1.1396620155208714,-0.4923910778801567,1,0.2754797012703353,Jaen,-0.3466689077038284,0.16444116979956172,-0.6515106459631506,-1.3303525238142808,,-1.1874986726942145
CLI10011,1,-1.0506106123233392,0.5468748533134147,2,0.6233983889698766,-0.7757584053188572,-0.15104790519001463,-1.1396620155208714,-0.5466476370445342,1,1.1818030553739989,Lugo,-0.47497762831512985,0.16444116979956172,1.534894335489584,-1.2564463991401706,,0.9647094780418575
CLI10012,1,0.8330625711453856,-0.04993772760792519,2,-1.153464607234092,-0.7757584053188572,1.4650151279617671,-0.493737975883898,0.05017451376361922,1,1.7713715443792264,Santa Cruz de Tenerife,-0.45671470822811977,0.16444116979956172,1.534894335489584,0.006676458926443162,,-0.7570570425470001
CLI10013,1,0.8330625711453856,-0.10419341678259245,2,0.6233983889698766,-0.7757584053188572,-0.15104790519001463,-0.493737975883898,0.1044310729279968,1,1.5476040170271659,Albacete,-0.26425162731116764,0.16444116979956172,1.534894335489584,0.36948834369025774,1.132443279954197,-0.3266154123997857
CLI10014,1,-1.0506106123233392,-0.429727551830596,2,0.6233983889698766,0.4700203623844525,-0.15104790519001463,-1.1396620155208714,0.4299704279142623,3,1.7664359107408838,Huelva,-0.28672906741825693,0.16444116979956172,-0.6515106459631506,1.9887043479139488,0.3281072603851136,-1.1874986726942145
CLI10015,1,-1.0506106123233392,-0.429727551830596,2,-1.153464607234092,0.4700203623844525,-0.15104790519001463,-0.493737975883898,0.4299704279142623,3,-0.7900530921958671,Leon,-0.028238506186730017,-0.5330863202314747,-0.6515106459631506,-0.5711350612529652,,-0.5418362274733929
CLI10016,0,-1.0506106123233392,-0.21270479513192697,2,-0.08734680951171084,-0.7757584053188572,-0.15104790519001463,-1.1396620155208714,0.21294419125675199,1,-0.4109682251503608,Ciudad Real,-0.3513517077261387,0.16444116979956172,-0.6515106459631506,1.229486885352633,-0.47622875918396984,-0.3266154123997857
CLI10017,1,0.8330625711453856,0.22134071826541113,2,1.3341435874514642,-0.7757584053188572,1.4650151279617671,0.15218606375307542,-0.22110828205826874,1,0.8524129681614055,Salamanca,0.056051894214854854,1.2107324048461163,-0.6515106459631506,0.11417627663424007,1.132443279954197,-0.5418362274733929
CLI10018,1,-1.0506106123233392,-0.8095173760532669,1,0.6233983889698766,0.4700203623844525,-0.15104790519001463,-0.493737975883898,0.8097663420649055,3,-0.9242459199172062,Pontevedra,-0.13594290669986625,-0.5330863202314747,-0.6515106459631506,0.4366757297576308,1.132443279954197,0.9647094780418575
CLI10019,0,0.8330625711453856,0.5468748533134147,2,-1.153464607234092,-0.7757584053188572,-0.15104790519001463,-1.1396620155208714,-0.5466476370445342,1,1.8153973964332428,Lugo,0.06541749425947539,0.16444116979956172,-0.6515106459631506,0.25526978737572353,1.132443279954197,0.9647094780418575
CLI1002,0,-1.0506106123233392,0.4383634749640802,2,1.3341435874514642,-0.7757584053188572,-0.15104790519001463,-1.1396620155208714,-0.4381345187157791,1,-0.6393611463120683,Ceuta,-0.1818343469185069,-0.5330863202314747,-0.6515106459631506,0.7323002284540723,-0.47622875918396984,0.10382621774742869
CLI10020,1,0.8330625711453856,0.1128293399160766,2,-1.153464607234092,-0.7757584053188572,1.4650151279617671,-0.493737975883898,-0.11259516372951354,1,0.19662237754001496,Baleares,-0.2825145473981777,0.16444116979956172,-0.6515106459631506,-1.6125395452972477,,1.1799302931154647
CLI10021,1,-1.0506106123233392,-0.6467503085292651,2,-0.08734680951171084,0.4700203623844525,-0.15104790519001463,1.4440341430270223,0.6469966645717727,3,-1.0720893001011615,LLeida,-0.42674478808533406,-0.5330863202314747,-0.6515106459631506,-1.659570715544409,,-0.11139459732617851
CLI10022,0,-1.0506106123233392,-0.21270479513192697,2,-1.153464607234092,-0.7757584053188572,-0.15104790519001463,-0.493737975883898,0.21294419125675199,1,-0.32122430379489614,Toledo,-0.4052039079827068,0.16444116979956172,-0.6515106459631506,1.0010497727235645,-0.47622875918396984,-0.3266154123997857
CLI10023,0,0.8330625711453856,-0.429727551830596,2,0.9787709882106703,0.4700203623844525,-0.15104790519001463,-1.1396620155208714,0.4299704279142623,3,0.0056556611673401124,Gerona,-0.6749331892677783,0.16444116979956172,-0.6515106459631506,1.1085495904313616,-2.0849007983221366,-0.11139459732617851
CLI10024,1,-1.0506106123233392,-0.7010059977039323,1,0.2680257897290829,0.4700203623844525,-0.15104790519001463,0.7981101033900488,0.7012532237361503,3,-0.8772868913009746,Barcelona,0.1763998547882288,-0.5330863202314747,-0.6515106459631506,0.12089501524097739,1.132443279954197,-0.11139459732617851
CLI10025,0,0.8330625711453856,0.4383634749640802,2,-1.153464607234092,-0.7757584053188572,-0.15104790519001463,-0.493737975883898,-0.4381345187157791,1,-0.9620951790180967,Sevilla,0.07431481430186491,-0.5330863202314747,-0.6515106459631506,1.8946420074196264,-2.0849007983221366,-1.1874986726942145
CLI10026,0,-1.0506106123233392,0.3298520966147456,2,-1.153464607234092,-0.7757584053188572,-0.15104790519001463,-1.1396620155208714,-0.3296214003870239,1,-0.9686384190414995,Almería,-0.44734910818349927,-0.5330863202314747,-0.6515106459631506,1.3101117486334808,-0.47622875918396984,-1.1874986726942145
CLI10027,1,0.8330625711453856,2.2288012177281,1,1.689516186692258,-0.7757584053188572,-0.15104790519001463,-1.1396620155208714,-2.2286009711402395,0,1.7714843588623885,Ávila,-0.1546741067891073,2.6057873849081887,1.534894335489584,0.5374568088586904,-0.47622875918396984,-0.5418362274733929
CLI10028,1,0.8330625711453856,1.6862443259814273,2,-1.153464607234092,-0.7757584053188572,1.4650151279617671,0.7981101033900488,-1.6860353794964635,0,0.9765653068813162,Guadalajara,-0.7133321494507227,1.2107324048461163,-0.6515106459631506,-1.135509104218899,,-0.3266154123997857
CLI10029,0,-1.0506106123233392,1.5777329476320927,2,-1.153464607234092,-0.7757584053188572,-0.15104790519001463,-0.493737975883898,-1.5775222611677084,1,1.911966594020016,Salamanca,-0.374297427835459,0.16444116979956172,-0.6515106459631506,-1.2362901833199587,,-0.5418362274733929
CLI1003,1,-1.0506106123233392,-0.21270479513192697,2,-1.153464607234092,-0.7757584053188572,-0.15104790519001463,-0.493737975883898,0.21294419125675199,1,1.7237074252432316,Orense,-0.13594290669986625,0.16444116979956172,1.534894335489584,-1.1691027972525856,,0.9647094780418575
CLI10030,1,-1.0506106123233392,-1.3520742677999396,1,-0.08734680951171084,1.7157991300877624,-0.15104790519001463,0.15218606375307542,1.3523319337086814,2,-1.1484365015811246,Soria,0.283167695296903,-0.5330863202314747,1.534894335489584,0.040270151960129695,1.132443279954197,-0.5418362274733929
CLI10031,1,-1.0506106123233392,-1.3520742677999396,1,-0.08734680951171084,1.7157991300877624,-0.15104790519001463,1.4440341430270223,1.3523319337086814,2,-0.9494881605247301,Albacete,0.056988454219316906,-0.5330863202314747,1.534894335489584,0.5643317632856396,-0.47622875918396984,-0.3266154123997857
CLI10032,0,0.8330625711453856,-0.15844910595725972,1,1.3341435874514642,-0.7757584053188572,1.4650151279617671,0.7981101033900488,0.1586876320923744,1,0.8682634030456832,Vizcaya,-0.22210642711037523,-0.5330863202314747,-0.6515106459631506,1.6393299403636088,0.3281072603851136,2.0408135534098935
CLI10033,0,-1.0506106123233392,0.3298520966147456,1,0.2680257897290829,-0.7757584053188572,-0.15104790519001463,-1.1396620155208714,-0.3296214003870239,1,1.578233149205681,Caceres,-0.30077746748518774,2.6057873849081887,-0.6515106459631506,0.6113629335328008,-0.47622875918396984,0.7494886629682503
CLI10034,0,-1.0506106123233392,0.4383634749640802,1,1.3341435874514642,-0.7757584053188572,-0.15104790519001463,-1.1396620155208714,-0.4381345187157791,1,1.314078036881582,Albacete,-0.30077746748518774,2.6057873849081887,-0.6515106459631506,0.12089501524097739,1.132443279954197,-0.3266154123997857
CLI10035,1,0.8330625711453856,-0.9180287544026013,1,-0.08734680951171084,1.7157991300877624,1.4650151279617671,1.4440341430270223,0.9182794603936606,3,-0.7184158953879223,Vizcaya,0.00407281396721085,-0.5330863202314747,-0.6515106459631506,0.6449566265664873,-0.47622875918396984,2.0408135534098935
CLI10036,1,-1.0506106123233392,-0.37547186265592875,2,-0.08734680951171084,0.4700203623844525,-0.15104790519001463,-0.493737975883898,0.37571386874988477,3,0.5172411386867537,Madrid,-0.2544177472643161,0.16444116979956172,-0.6515106459631506,1.0144872499370392,-0.47622875918396984,0.5342678478946431
CLI10037,0,0.8330625711453856,1.1436874342347545,0,-1.153464607234092,-0.7757584053188572,1.4650151279617671,0.15218606375307542,-1.1434697878526878,1,-0.2388979347073407,LLeida,-0.3649318277908385,-0.5330863202314747,1.534894335489584,-0.33597921001715947,,-0.11139459732617851
CLI10038,1,-1.0506106123233392,-1.460585646149274,1,-0.08734680951171084,1.7157991300877624,-0.15104790519001463,0.7981101033900488,1.4608450520374365,2,-0.9643232650605486,Cordoba,0.13800089460528459,-0.5330863202314747,1.534894335489584,0.4098007753306816,1.132443279954197,-1.1874986726942145
CLI10039,0,-1.0506106123233392,-0.7010059977039323,1,-0.08734680951171084,0.4700203623844525,-0.15104790519001463,0.15218606375307542,0.7012532237361503,3,-0.7404993304669069,Burgos,0.11177721448034708,-0.5330863202314747,1.534894335489584,0.6113629335328008,-0.47622875918396984,-0.5418362274733929
CLI1004,0,-2.934283795792064,0.3298520966147456,1,-0.08734680951171084,-0.7757584053188572,1.4650151279617671,-0.493737975883898,-0.3296214003870239,1,1.2842104024644114,Cadiz,-0.07225682639644657,2.6057873849081887,-0.6515106459631506,-1.1153528883986872,,-1.1874986726942145
CLI10040,0,0.8330625711453856,0.4383634749640802,1,-1.153464607234092,-0.7757584053188572,-0.15104790519001463,-1.1396620155208714,-0.4381345187157791,1,1.7090979496737375,Navarra,-0.053993906309436505,2.6057873849081887,1.534894335489584,-1.1959777516795347,,1.8255927383362862
CLI10041,1,0.8330625711453856,-1.026540132751936,1,1.3341435874514642,1.7157991300877624,-0.15104790519001463,-0.493737975883898,1.026792578722416,3,-1.0635153993808406,Leon,0.4934254162986341,-0.5330863202314747,-0.6515106459631506,-1.6461332383309344,,-0.5418362274733929
CLI10042,1,0.8330625711453856,1.0351760558854202,1,-1.153464607234092,-0.7757584053188572,-0.15104790519001463,-1.1396620155208714,-1.0349566695239325,1,0.7177124752658369,Melilla,-0.3649318277908385,2.6057873849081887,-0.6515106459631506,1.142143283465048,-0.47622875918396984,1.6103719232626792
CLI10043,0,0.8330625711453856,0.4383634749640802,2,-1.153464607234092,-0.7757584053188572,1.4650151279617671,0.7981101033900488,-0.4381345187157791,1,-0.5852101943942517,Segovia,-0.3925603479224691,-0.5330863202314747,-0.6515106459631506,-1.3639462168479675,,-0.5418362274733929
CLI10044,0,0.8330625711453856,0.1128293399160766,2,-1.153464607234092,-0.7757584053188572,1.4650151279617671,0.15218606375307542,-0.11259516372951354,1,1.1272854563859056,Granada,-0.3284059876168184,1.2107324048461163,-0.6515106459631506,0.3291759120498339,1.132443279954197,-1.1874986726942145
CLI10045,1,0.8330625711453856,-0.8637730652279342,2,1.3341435874514642,0.4700203623844525,-1.7671109383417964,-0.493737975883898,0.864022901229283,3,-1.068338218536021,Orense,0.18717029483954242,-0.5330863202314747,-0.6515106459631506,1.4847989524086507,0.3281072603851136,0.9647094780418575
CLI10046,1,0.8330625711453856,0.22134071826541113,1,1.689516186692258,-0.7757584053188572,-0.15104790519001463,1.4440341430270223,-0.22110828205826874,1,-0.21314802892558732,Guadalajara,-0.45671470822811977,-0.5330863202314747,-0.6515106459631506,0.36948834369025774,1.132443279954197,-0.3266154123997857
CLI10047,1,-1.0506106123233392,-1.0807958219266032,2,0.6233983889698766,1.7157991300877624,-0.15104790519001463,-0.493737975883898,1.0810491378867935,3,-0.7893480016761039,Jaen,0.23493485506710718,-0.5330863202314747,1.534894335489584,0.5374568088586904,-0.47622875918396984,-1.1874986726942145
CLI10048,1,-1.0506106123233392,-0.21270479513192697,1,0.9787709882106703,-0.7757584053188572,-0.15104790519001463,1.4440341430270223,0.21294419125675199,1,0.7040619228032207,Caceres,0.2194816149934833,-0.5330863202314747,-0.6515106459631506,1.928235700453313,0.3281072603851136,0.7494886629682503
CLI10049,1,-1.0506106123233392,0.1128293399160766,2,1.689516186692258,-0.7757584053188572,-0.15104790519001463,-1.1396620155208714,-0.11259516372951354,1,-0.1273244108600062,Toledo,0.010160453996214203,0.16444116979956172,1.534894335489584,0.1544887082746639,1.132443279954197,-0.3266154123997857
CLI1005,0,0.8330625711453856,1.7947557043307618,2,1.689516186692258,-0.7757584053188572,-0.15104790519001463,-1.1396620155208714,-1.7945484978252189,0,-0.9474574998278119,Navarra,0.046686294170234316,-0.5330863202314747,-0.6515106459631506,-0.5241038910058041,,1.8255927383362862
CLI10050,1,0.8330625711453856,-0.7010059977039323,2,1.3341435874514642,0.4700203623844525,1.4650151279617671,-0.493737975883898,0.7012532237361503,3,-0.9795532202874344,Badajoz,0.0794658943264062,-0.5330863202314747,-0.6515106459631506,1.9483919162735248,0.3281072603851136,0.7494886629682503
CLI10051,1,0.8330625711453856,-0.3212161734812615,2,-1.153464607234092,-0.7757584053188572,-0.15104790519001463,0.15218606375307542,0.32145730958550717,3,0.9814445332780778,Valencia,0.2194816149934833,-0.5330863202314747,-0.6515106459631506,-1.6931644085780955,,0.3190470328210359
CLI10052,0,-1.0506106123233392,-0.3212161734812615,2,-1.153464607234092,-0.7757584053188572,-0.15104790519001463,-0.493737975883898,0.32145730958550717,3,0.0019045796021996966,Sevilla,-0.4052039079827068,0.16444116979956172,-0.6515106459631506,1.5318301226558118,0.3281072603851136,-1.1874986726942145
CLI10053,0,0.8330625711453856,0.2755964074400784,2,0.2680257897290829,-0.7757584053188572,-0.15104790519001463,0.15218606375307542,-0.2753648412226463,1,0.406880370533412,Ávila,-0.2736172273557882,1.2107324048461163,-0.6515106459631506,-1.6326957611174597,,-0.5418362274733929
CLI10054,0,-1.0506106123233392,1.63198863680676,2,0.6233983889698766,-0.7757584053188572,-0.15104790519001463,-1.1396620155208714,-1.631778820332086,1,1.6325533228482405,Tarragona,-0.7133321494507227,0.16444116979956172,-0.6515106459631506,0.7793313987012335,-0.47622875918396984,-0.11139459732617851
CLI10055,0,0.8330625711453856,0.16708502909074385,2,-1.153464607234092,-0.7757584053188572,-0.15104790519001463,0.15218606375307542,-0.16685172289389114,1,-0.1523974297427869,Gerona,-0.3466689077038284,-0.5330863202314747,-0.6515106459631506,-0.2284793923093626,,-0.11139459732617851
CLI10056,0,0.8330625711453856,0.16708502909074385,2,-1.153464607234092,-0.7757584053188572,-0.15104790519001463,-0.493737975883898,-0.16685172289389114,1,0.8612971087104223,Caceres,-0.3101430675298083,0.16444116979956172,1.534894335489584,0.4232382525441562,1.132443279954197,0.7494886629682503
CLI10057,0,0.8330625711453856,0.3298520966147456,2,-1.153464607234092,-0.7757584053188572,-0.15104790519001463,-0.493737975883898,-0.3296214003870239,1,-0.7657697746952212,Granada,4.545920555605942,-0.5330863202314747,-0.6515106459631506,-0.564416322646228,,-1.1874986726942145
CLI10058,1,0.8330625711453856,-0.04993772760792519,1,1.3341435874514642,-0.7757584053188572,-0.15104790519001463,0.15218606375307542,0.05017451376361922,1,1.9627895186845499,Santa Cruz de Tenerife,0.046686294170234316,5.395897345032335,-0.6515106459631506,1.249643101172845,-0.47622875918396984,-0.7570570425470001
CLI10059,0,-1.0506106123233392,-0.3212161734812615,2,-1.153464607234092,-0.7757584053188572,-0.15104790519001463,0.7981101033900488,0.32145730958550717,3,-0.4129706822264884,Guipúzcoa,0.11177721448034708,-0.5330863202314747,-0.6515106459631506,2.0088605637341606,-2.0849007983221366,2.0408135534098935
CLI1006,1,-1.0506106123233392,-0.9722844435772686,2,-0.08734680951171084,1.7157991300877624,-0.15104790519001463,-0.493737975883898,0.9725360195580383,3,-0.8895272627240645,Santa Cruz de Tenerife,-0.039008946238043636,-0.5330863202314747,1.534894335489584,-0.873478298556144,,-0.7570570425470001
CLI10060,1,-1.0506106123233392,-1.0807958219266032,2,-0.08734680951171084,1.7157991300877624,-0.15104790519001463,0.7981101033900488,1.0810491378867935,3,-0.9914833518818283,La Coruña,0.07337825429740286,-0.5330863202314747,-0.6515106459631506,1.1287058062515734,-0.47622875918396984,0.9647094780418575
CLI10061,0,0.8330625711453856,0.16708502909074385,2,0.2680257897290829,-0.7757584053188572,-0.15104790519001463,0.7981101033900488,-0.16685172289389114,1,0.5065801700279335,Burgos,-0.1818343469185069,1.2107324048461163,-0.6515106459631506,0.8599562619820812,-0.47622875918396984,-0.5418362274733929
CLI10062,0,-1.0506106123233392,-0.9180287544026013,2,0.2680257897290829,1.7157991300877624,-0.15104790519001463,0.15218606375307542,0.9182794603936606,3,-0.7917453094432988,Las Palmas,-0.07132026639198451,-0.5330863202314747,-0.6515106459631506,-0.9406656846235171,,-0.7570570425470001
CLI10063,0,-1.0506106123233392,-0.15844910595725972,2,1.3341435874514642,-0.7757584053188572,-0.15104790519001463,0.7981101033900488,0.1586876320923744,1,1.5050729568750474,Murcia,-0.16825422685380712,-0.5330863202314747,-0.6515106459631506,-0.9205094688033052,,2.2560343684835007
CLI10064,0,-1.0506106123233392,-0.7010059977039323,2,-1.153464607234092,0.4700203623844525,-0.15104790519001463,1.4440341430270223,0.7012532237361503,3,-0.845134763599771,Jaen,-0.6641627492164648,-0.5330863202314747,-0.6515106459631506,-1.1287903656121616,,-1.1874986726942145
CLI10065,0,-1.0506106123233392,-1.3520742677999396,1,-0.08734680951171084,1.7157991300877624,-0.15104790519001463,0.7981101033900488,1.3523319337086814,2,-1.2152790828546796,Toledo,-0.6529240291629201,-0.5330863202314747,-0.6515106459631506,1.2563618397795822,-0.47622875918396984,-0.3266154123997857
CLI10066,1,-1.0506106123233392,-1.2978185786252723,1,-0.08734680951171084,1.7157991300877624,-0.15104790519001463,2.0899581826639957,1.2980753745443039,2,-1.1584769905825532,Ciudad Real,4.555286155650563,-0.5330863202314747,-0.6515106459631506,-1.7133206243983075,,-0.3266154123997857
CLI10067,1,-1.0506106123233392,-0.9722844435772686,1,-0.08734680951171084,1.7157991300877624,-0.15104790519001463,1.4440341430270223,0.9725360195580383,3,-0.8695590992043696,La Coruña,-0.13594290669986625,-0.5330863202314747,-0.6515106459631506,-0.06722966574766721,,0.9647094780418575
CLI10068,1,0.8330625711453856,-0.21270479513192697,2,-1.153464607234092,-0.7757584053188572,1.4650151279617671,-0.493737975883898,0.21294419125675199,1,-0.6182084307191712,Soria,0.04715457417246534,-0.5330863202314747,1.534894335489584,-0.8533220827359321,,-0.5418362274733929
CLI10069,0,0.8330625711453856,1.4692215692827582,1,0.2680257897290829,-0.7757584053188572,-0.15104790519001463,-1.1396620155208714,-1.4690091428389533,1,-0.06431752201396343,Las Palmas,-0.22772578713714756,-0.5330863202314747,1.534894335489584,0.6718315809934365,-0.47622875918396984,-0.7570570425470001
CLI1007,1,0.8330625711453856,1.5777329476320927,2,-1.153464607234092,-0.7757584053188572,-1.7671109383417964,-0.493737975883898,-1.5775222611677084,1,0.5191025776589286,Baleares,-0.4290861880964892,0.16444116979956172,-0.6515106459631506,0.3493321278700458,1.132443279954197,1.1799302931154647
CLI10070,0,-1.0506106123233392,-1.0807958219266032,1,-0.7980920079932983,1.7157991300877624,-0.15104790519001463,2.7358822223009693,1.0810491378867935,3,-1.0237764976869845,Albacete,-0.10456814655038743,-0.5330863202314747,-0.6515106459631506,1.3033930100267435,-0.47622875918396984,-0.3266154123997857
CLI10071,1,-1.0506106123233392,-0.9180287544026013,1,-0.08734680951171084,1.7157991300877624,-0.15104790519001463,0.7981101033900488,0.9182794603936606,3,-0.90207787397585,Jaen,-0.3082699475208842,-0.5330863202314747,-0.6515106459631506,0.5441755474654277,-0.47622875918396984,-1.1874986726942145
CLI10072,1,-1.0506106123233392,-0.9180287544026013,1,0.9787709882106703,1.7157991300877624,-0.15104790519001463,3.3818062619379425,0.9182794603936606,3,-0.7314741718139374,Palencia,-0.3513517077261387,-0.5330863202314747,-0.6515106459631506,-1.4916022503759763,,-0.5418362274733929
CLI10073,1,-1.0506106123233392,-0.9722844435772686,1,1.3341435874514642,1.7157991300877624,-0.15104790519001463,0.15218606375307542,0.9725360195580383,3,-0.7676876209089772,La Coruña,-0.4052039079827068,-0.5330863202314747,-0.6515106459631506,-1.2967588307805944,,0.9647094780418575
CLI10074,1,0.8330625711453856,1.4149658801080909,1,1.3341435874514642,-0.7757584053188572,1.4650151279617671,0.7981101033900488,-1.4147525836745758,1,0.732998837734304,Baleares,6.3768953643292585,-0.5330863202314747,-0.6515106459631506,0.21495735573529967,1.132443279954197,1.1799302931154647
CLI10075,1,0.8330625711453856,0.16708502909074385,1,-0.4427194087525046,-0.7757584053188572,-0.15104790519001463,4.027730301574916,-0.16685172289389114,1,-0.15149491387748995,Sevilla,-0.1546741067891073,-0.5330863202314747,-0.6515106459631506,-0.29566677837673566,,-1.1874986726942145
CLI10076,0,-1.0506106123233392,-0.6467503085292651,1,1.3341435874514642,0.4700203623844525,-0.15104790519001463,0.7981101033900488,0.6469966645717727,3,-0.9235690330182335,La Rioja,-0.09286114649461175,-0.5330863202314747,-0.6515106459631506,1.3235492258469552,-0.47622875918396984,1.395151108189072
CLI10077,0,0.8330625711453856,-0.21270479513192697,2,0.6233983889698766,-0.7757584053188572,1.4650151279617671,0.15218606375307542,0.21294419125675199,1,1.4825100602426238,Pontevedra,-0.43751522813664767,-0.5330863202314747,-0.6515106459631506,-0.3494166872306341,,0.9647094780418575
CLI10078,0,0.8330625711453856,0.2755964074400784,1,1.689516186692258,-0.7757584053188572,1.4650151279617671,2.7358822223009693,-0.2753648412226463,1,1.520077283135609,Vizcaya,-0.25535430726877817,-0.5330863202314747,-0.6515106459631506,-0.6719161403540248,,2.0408135534098935
CLI10079,1,0.8330625711453856,-0.10419341678259245,1,-0.4427194087525046,-0.7757584053188572,-1.7671109383417964,1.4440341430270223,0.1044310729279968,1,0.5277046820000401,Cordoba,-0.01699978613318537,-0.5330863202314747,-0.6515106459631506,-0.5711350612529652,,-1.1874986726942145
CLI1008,0,0.8330625711453856,1.0894317450600874,2,1.689516186692258,-0.7757584053188572,-0.15104790519001463,-0.493737975883898,-1.08921322868831,1,0.16221396017556905,Valladolid,-0.3831947478778485,0.16444116979956172,-0.6515106459631506,0.2485510487689862,1.132443279954197,-0.5418362274733929
CLI10080,1,-1.0506106123233392,0.7638976100120838,2,1.689516186692258,-0.7757584053188572,-0.15104790519001463,-1.1396620155208714,-0.7636738737020446,1,0.25483465085166773,Palencia,-0.08115414643883608,0.16444116979956172,1.534894335489584,-1.2161339674997467,,-0.5418362274733929
CLI10081,0,-1.0506106123233392,0.4383634749640802,2,0.2680257897290829,-0.7757584053188572,-0.15104790519001463,-1.1396620155208714,-0.4381345187157791,1,0.6895934653376791,Segovia,-0.26425162731116764,0.16444116979956172,-0.6515106459631506,1.3974553505210656,0.3281072603851136,-0.5418362274733929
